url,time_control,rated,time_class,rules,opponent_country,opponent_rating,result,player_rating,player_color,archive_url,opponent_username,player_username,date,result_category,rating_difference,result_numeric,opponent_country_mapped,rating_diff_bin,day_of_week,opponent_strength,rating_bin,week,weekday
https://www.chess.com/game/live/30667712075,60+1,True,bullet,chess,Chile,1017,win,1070,black,/player/yedfa/games/2021/11,teamdestructor,Yedfa,2021-11-01,win,53,1.0,Chile,50 to 100,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30667754347,60+1,True,bullet,chess,Türkiye,960,win,1063,white,/player/yedfa/games/2021/11,haypanos,Yedfa,2021-11-01,win,103,1.0,Türkiye,100 to 200,Monday,<1000,<1200,44,0
https://www.chess.com/game/live/30667787143,60+1,True,bullet,chess,Germany,1104,timeout,1067,black,/player/yedfa/games/2021/11,andreasweiher,Yedfa,2021-11-01,loss,-37,0.0,Germany,-50 to 0,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30667818235,60+1,True,bullet,chess,Slovakia,1061,win,1066,black,/player/yedfa/games/2021/11,toms62,Yedfa,2021-11-01,win,5,1.0,Slovakia,0 to 50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30668334655,60+1,True,bullet,chess,India,1035,checkmated,1058,black,/player/yedfa/games/2021/11,Abstaining,Yedfa,2021-11-01,loss,23,0.0,India,0 to 50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30668382827,60+1,True,bullet,chess,Argentina,1012,win,1057,white,/player/yedfa/games/2021/11,DE1V1D,Yedfa,2021-11-01,win,45,1.0,Argentina,0 to 50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30668420869,60+1,True,bullet,chess,Palau,1049,timeout,1050,white,/player/yedfa/games/2021/11,rgdf7,Yedfa,2021-11-01,loss,1,0.0,Palau,0 to 50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30668950323,60+1,True,bullet,chess,Switzerland,1196,checkmated,1065,white,/player/yedfa/games/2021/11,Mercig4790,Yedfa,2021-11-01,loss,-131,0.0,Switzerland,-200 to -100,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30668992787,60+1,True,bullet,chess,Liberia,1109,win,1075,white,/player/yedfa/games/2021/11,Flo7540,Yedfa,2021-11-01,win,-34,1.0,Liberia,-50 to 0,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30669528597,60+1,True,bullet,chess,Saudi Arabia,1078,timeout,1041,black,/player/yedfa/games/2021/11,falsecompare,Yedfa,2021-11-01,loss,-37,0.0,Saudi Arabia,-50 to 0,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30669544681,60+1,True,bullet,chess,Hungary,1146,checkmated,1055,white,/player/yedfa/games/2021/11,hubabuba29,Yedfa,2021-11-01,loss,-91,0.0,Hungary,-100 to -50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30669581729,60+1,True,bullet,chess,Brazil,1110,timeout,1048,black,/player/yedfa/games/2021/11,rochadrez,Yedfa,2021-11-01,loss,-62,0.0,Brazil,-100 to -50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30669614107,60+1,True,bullet,chess,Australia,1196,win,1075,white,/player/yedfa/games/2021/11,Gardenirr,Yedfa,2021-11-01,win,-121,1.0,Australia,-200 to -100,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30670135375,60+1,True,bullet,chess,United States,1027,win,1049,black,/player/yedfa/games/2021/11,Peek-a-boo1,Yedfa,2021-11-01,win,22,1.0,United States,0 to 50,Monday,1000-1200,<1200,44,0
https://www.chess.com/game/live/30670174121,60+1,True,bullet,chess,Brazil,1054,win,1064,black,/player/yedfa/games/2021/11,GGuilhermez,Yedfa,2021-11-01,win,10,1.0,Brazil,0 to 50,Monday,1000-1200,<1200,44,0
